id,resourceType,title,description,startDate,endDate,lat,lon,lat/lon,author,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Ind Premises destroyed,Com Premises damaged,Com Premises destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Farm(s) damaged,Farm(s) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions,subjects,url,resourceUrl
518,Disaster Event,Bushfire - Sydney and Wollongong,"On the 3 November 1980 at approximately 5 am, firefighters responded to a fire incident near Waterfall New South Wales. A fire tanker was trapped by the blaze, which had spread up from a nearby gully and was out of control. The five firefighters aboard the vehicle were subsequently killed.",1980-03-11,1980-03-11,-34.13113022,150.9933472,"-34.13113022,150.9933472",,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=518,
361,Disaster Event,Flood - Dalby,"Flooding in the wake of an ex-tropical cyclonic depression resulted in heavy damage in the Dalby township and surrounding area. Heavy rainfall over the Myall creek catchment created serious flooding for the town of Dalby, the highest recorded at a height of 4.5 m. Approximately 2000 homes were inundated with water and there was considerable damage to the grain growing districts. One death was recorded.  The Insurance Council of Australia estimated the 1981 damage at $20 million, with the 2011 estimated normalised cost of $205 million.",1981-01-02,1981-01-02,-27.17769051,151.2635345,"-27.17769051,151.2635345",,,,5,1,20000000,,,2000,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=361,
95,Disaster Event,Environmental - Eastern Australia Drought,"From April 1982 to March 1983, almost all of eastern Australia was severely affected by drought. Large parts of south-eastern Australia suffered their lowest rainfall on record.  The impact of the 'Great Dry' was felt most in farming areas with massive crop and livestock losses. A total of 86 million sheep and 14 million cattle died as a result. Wheat production fell by 37 per cent, with similar falls in barley, oats, rice, cotton and sugar.  Dust storms caused the loss of millions of dollars worth of topsoil.",1982-01-04,1983-01-03,-28.92163086,145.612793,"-28.92163086,145.612793",,,,,,3000000000,,,,,,,,,,,,,,,,,,,,,,,,,Tasmania;Queensland;New South Wales;Australian Capital Territory;Northern Territory;South Australia;Western Australia;Victoria,,http://www.emknowledge.gov.au/resource/?id=95,
248,Disaster Event,Flood - Sydney Nov 1984,"On the 8 November 1984, thunderstorms caused extremely heavy rain over a sizeable area near the centre of Sydney. Observatory Hill recorded 196 mm in three hours. Due to large expanses of urban areas being paved, much of the rainfall became flood run-off, causing damage to homes along the Harbour. Vehicles were swept off roads or buried in mud.  Thousands of homes were flooded, and hundreds of people evacuated.  The Insurance Council of Australia estimated the 1984 damage at $80 million, with the 2011 estimated normalised cost of $578 million.",1984-08-11,1984-08-11,-33.85963821,151.2046814,"-33.85963821,151.2046814",,,,,,80000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=248,
427,Disaster Event,Bushfire - North-Western Regions,"In 1984 New South Wales suffered its worst bushfire season in a decade. The season begun in early September 1984 and persisted into the following year finishing around February 1985, spanning just over five months. On Christmas Day 1984 more than 100 fires were started by lightning strikes with approximately 500,000 ha burnt. The biggest fire was in January at Cobar where around 516,000 ha was destroyed by fire. The bushfire season for 1984/1985 produced around 6000 separate incidents with a total of 3.5 million ha damaged.  The bushfires created widespread damage and heavy losses to farming communities, which included losses to crops, plantations, machinery and equipment as well as 40,000 livestock. The bushfires claimed the lives of four people.  The Insurance Council of Australia estimated the 1985 damage at $25 million, with the 2011 estimated normalised cost of $179 million.",1984-01-09,1985-01-02,-31.49797058,145.8381958,"-31.49797058,145.8381958",,,,,4,25000000,,,,,,,,,,,,,,,,,,,,,,,40000,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=427,
441,Disaster Event,Transport - Essendon Air Ambulance Crash,"On 3 September 1986 a Cessna 402 was in service to return patients home following their medical treatment. After an apparently normal take-off, the aircraft ceased climbing at about 100 ft. The pilot advised the tower that the left engine had failed, that he was feathering the propeller and would return for landing. The aircraft was seen to deviate to the left, towards power lines. The aircraft then suddenly veered to the left and subsequently struck the ground. A fire broke out on impact and destroyed much of the wreckage. The investigation of the accident was hampered by the extent of the fire damage. Six people died in the accident, five being patients. ",1986-03-09,1986-03-09,-37.71876144,144.897049,"-37.71876144,144.897049",,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=441,
219,Disaster Event,Hail - Western Sydney,"On 3 October 1986 a severe hailstorm spread over Western Sydney. Hail stones of up to 6 cm caused damage to hundreds of homes and ten people sustained injury.  The Insurance Council of Australia estimated the 1999 damage at $104 million, with the 2011 estimated normalised cost of $638 million.",1986-03-10,1986-03-10,-33.81459808,151.0031281,"-33.81459808,151.0031281",,,120,10,,104000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=219,
41,Disaster Event,Cyclone Winifred,"Tropical Cyclone Winifred registered as a category three cyclone and recorded wind gusts up to 175 km per hour, near Cowley Beach south of Innisfail. Damage and disruption extended from north of Cairns to Cardwell and inland on a narrow front to Ravenshoe. The areas that suffered flooding were between Babinda and Tully.  The tide gauge at Clump Point recorded a storm surge of 1.6 m, wave run-up on beaches was approximately 2 m above the astronomical tide. Significant 24 hour rainfalls during the period were Topaz 304 mm, Ravenshoe 373 mm, Tully 212 mm, lnnisfail 221 mm and Babinda 251 mm. There were three deaths.  The Insurance Council of Australia estimated the 1986 damage at $40 million, with the 2011 estimated normalised cost of $205 million.",1986-01-27,1986-05-02,-17.69570732,146.1140442,"-17.69570732,146.1140442",,,,,3,40000000,,,,,1500,,,,,,,,,,,,12,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=41,
262,Disaster Event,Flood - Sydney Aug 1986,"On 4 August 1986, torrential rain fell within a 24 hour period with rainfall recorded at 327.6 mm.  The subsequent damage included; 10,000 homes damaged, roads flooded, bus, train and ferry services disrupted resulting in people being stranded in the city, electricity supply problems and property damage.  As the rain eased in Sydney the wind shifted more southerly early on 6 August. This caused the Blue Mountains to experience heavy rains, resulting in the largest floods on record on the Cox and Grose rivers. The rain moved south to the Illawarra and west of Wollongong, adding to the already high Georges River (recorded at 4.5 m); the Hawkesbury River peaked at 12.8 m. This resulted in flooding covering the bridge at Milperra. Six deaths were recorded.  The Insurance Council of Australia estimated the 1986 damage at $35 million, with the 2011 estimated normalised cost of $215 million.",1986-04-08,1986-06-08,-34.42443466,150.8930969,"-34.42443466,150.8930969",,,,,6,35000000,,,10000,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=262,
188,Disaster Event,Severe Storm - Adelaide,"On 6 December 1986 two severe storms occurred over Adelaide and region with strong winds heavy and rain. Most damage was caused by wind and there was some flooding reported. Some areas in Adelaide Hills and the Far-North of the state were flooded.  The Insurance Council of Australia estimated the 1986 damage at $10 million, with the 2011 estimated normalised cost of $50 million.",1986-06-12,1986-08-12,-34.92745972,138.5999908,"-34.92745972,138.5999908",,,50,,,10000000,,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=188,
534,Disaster Event,Transport - Gordonvale/Cairns Bus Crash,"On 4 February 1987, a Cairns State High School bus carrying 43 students home from a school camp went off the cliff edge of the Gillies Highway as a result of faulty brakes. The bus fell 30 m, rolling several times, before coming to a rest upside down. The impact killed eight students. ",1987-04-02,1987-04-02,-17.10798073,145.7748413,"-17.10798073,145.7748413",,,,30,8,,,,,,,,,,,,,,,,1,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=534,
200,Disaster Event,Criminal Act - Queen Street Shooting,"On 8 December 1987 at approximately 4.00 pm, a gunman entered the Australia Post building on Queen Street Melbourne with a sawn-off M1 carbine. The massacre ended on the 11th floor, when the gun was wrestled from the offender by an office worker.  The gunman then took his own life by breaking a window and jumping to his death.  The attack resulted in nine fatalities, and five injuries.",1987-08-12,1987-08-12,-37.8139801,144.9599915,"-37.8139801,144.9599915",,,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=200,
139,Disaster Event,Criminal Act - Hoddle Street Shooting,"On Sunday 9 August 1987, a gunman fired a total of 114 rounds in the space of 45 minutes, killing seven people and wounding a further 19, including two police officers. The area extended for over 2 km and ventured across three inner-city Melbourne suburbs; Clifton Hill, Northcote and Fitzroy North. The shootings started at approximately 9.30 pm, as the gunman positioned himself on a nature strip on the east side of the road and fired on passing cars. The first police arrived on the scene at approximately 9.37 pm. The gunman withdrew from Hoddle Street at approximately 9.45 pm and was cornered by police. The man surrendered at approximately 10.14 pm.",1987-09-08,1987-09-08,-37.78858948,144.9954071,"-37.78858948,144.9954071",,,,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=139,
307,Disaster Event,Flood - Alice Springs and Central Northern Territory,"Starting on 31 March 1988, the Todd River catchment saw the largest rainfall recorded within 24 hours. More than 300 mm of rain fell in the western MacDonnell Ranges, with over 150 mm at stations further east, around Alice Springs. The flood reached a gauge height of 3.98 m.  The Todd River burst its banks, flooding large areas of Alice Springs, and isolating it from the south as road and rail links through Heavitree Gap were cut. Further south, the Hugh and Palmer Rivers also burst their banks, cutting the Stuart Highway.  The weather system which caused the flood resulted from the combined effects of two tropical depressions, one forming to the north-east of Darwin, and the second in the Indian Ocean south of Java. The combined depression then travelled in a south-easterly direction to Alice Springs.  Approximately 300 people were evacuated from low-lying areas, and there was considerable damage in the Alice Springs area. There were three fatalities in the floods.  The Insurance Council of Australia estimated the 1988 damage at $10 million, with the 2011 estimated normalised cost of $68 million.",1988-03-31,1988-02-04,-23.49347687,132.8082275,"-23.49347687,132.8082275",,300,,,3,10000000,,,,,,,,,,,,,,,,,,,,,,,,,Northern Territory,,http://www.emknowledge.gov.au/resource/?id=307,
546,Disaster Event,Flood - Lismore,"During the period between 7 - 14 April, Lismore and the surrounding region sustained heavy rainfall causing many areas to flood.&nbsp;The worst affected townships included; Coraki, Woodburn, Broadwater, Wardell, Iluka and Yamba with reports of water up to 1 m deep around many homes. Woodburn and lower Richmond were isolated as a result.  The Richmond River system carried flood water to the sea however high tides and a six metre swell at the mouth of the river restricted the outflow of water. The Pacific highway was closed for a period at Murwillumbah and Chinderah, and other major road closures occurred.  The State Emergency Services (SES) accommodated and provided meals for approximately 1150 people. Two caravan parks and one nursing home were evacuated. Significant crop damage occurred.  The Insurance Council of Australia estimated the 1988 damage at $25 million, with the 2011 estimated normalised cost of $139 million.",1988-07-04,1988-12-04,-28.80591011,153.2769165,"-28.80591011,153.2769165",,,,,,25000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=546,
52,Disaster Event,Transport - Adelaide Bus Collision,"On 2 October 1989, two buses collided on Adelaide&rsquo;s O-Bahn (high speed busway). There were 78 people injured. The accident occurred 5 km north-east of the city, when a bus moving off the track onto the interchange was hit from behind by a second bus. ",1989-02-10,1989-02-10,-34.92675781,138.5994873,"-34.92675781,138.5994873",,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=52,
585,Disaster Event,Shipwreck - Great Expectations,"The Great Expectations was a sloop that completed the Melbourne to Devonport yacht race and was on the return journey to Melbourne. It disappeared 4 January 1990. A search by land and sea was undertaken but failed to find any trace of the yacht. Six crew members were lost. In April 1991 some personal items were found near Forster Inlet near Cape Portland, northern Tasmania. These were identified as having belonged to the crew on Great Expectations.",1990-04-01,1990-04-01,-40.72228241,148.012619,"-40.72228241,148.012619",,,,,6,,,,,,,,,,,,,,,,,,1,,,,,,,,Tasmania,,http://www.emknowledge.gov.au/resource/?id=585,
40,Disaster Event,Transport - Brooklyn Train Collision,"On 6 May 1990, a Sydney-bound commuter train travelling from Newcastle crashed into the rear of a stalled chartered steam train. The 3801 locomotive, also bound for Sydney, had stopped on a rise from the Hawkesbury River and was building up steam to get up the grade (Cowan Bank) when the Sydney bound train emerged from the Boronia tunnel near Brooklyn and collided with the 3801.  The accident happened 5 km south of the Brooklyn Bridge, between the Hawkesbury River and the town of Cowan. A total of 93 people were injured and six people died. The front of the four-carriage Sydney train was derailed in the accident.  An interim ban was placed on the use of steam locomotives on the New South Wales railway system.  A Coronial inquiry found that a railway signal fault occurred due to sand being dumped on the rail by the driver of 3801 to provide traction when the train went into a violent wheel-spin as it approached the Boronia tunnel. A handbrake in one of the steam train's carriages may have been partially applied, the inquiry found, to cause the train to slow down. Just outside the tunnel, the driver opened the valve to full throttle and the steam train pulled to a complete stop and more sand was applied to the rails.  While the 3801 was attempting to climb the hill, the Sydney - Newcastle train was stopped at a red signal on the other side of the tunnel. The lights apparently fluctuated from red to green seemingly because of sand on the rails. When the lights stayed permanently on the green the urban train moved forward through the tunnel, when the crash with 3801 occurred. The force of the impact destroyed the last carriage of the historic train and demolished the front carriage of the Sydney train.  Those involved in the incident were cleared of blame, however, it was said that although the signals had tested satisfactorily, the sand applied to the line by 3801 may have caused them to malfunction on the day.",1990-06-05,1990-06-05,-33.54511642,151.2256012,"-33.54511642,151.2256012",,,,93,6,,,2,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=40,
434,Disaster Event,Cyclone Nancy,"Tropical Cyclone Nancy crossed the coast in New South Wales at Byron Bay and moved seawards which brought about high winds and heavy rainfall. Subsequent flooding affected rivers in the central and south-east regions including the Albert, Nerang, Logan, Paroo, Bulloo and Mary. Reports stipulated some areas received 530 mm of rain over a 24 hour period.  There was extensive damage to infrastructure including houses, roads and buildings as a result of cyclonic winds that recorded wind gusts of up to 60 - 70 knots.  Cyclone Nancy dumped&nbsp;a&nbsp;large amount of&nbsp;rain on Newcastle, which increased the rate of movement in some structures and prompted the discovery of leaks in buildings that had previously been considered structurally sound after the December&nbsp;1989 earthquake.  The Insurance Council of Australia estimated the 1990 damage caused by Cyclone Nancy&nbsp;at $33 million, with the 2011 estimated normalised cost of $197 million.",1990-03-02,1990-07-02,-28.63967705,153.6139374,"-28.63967705,153.6139374",,,,,6,33000000,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=434,
268,Disaster Event,Shipwreck - N'glucka,On 8 January 1990 the vessel N'Glucka was returning from recreational activities in Nelson Bay. The boat had 49 passengers on board before making a sharp left causing it to heel over right and sink. Five individuals lost their lives when the vessel capsized. A coroner's inquest was held to investigate the incident and concluded that there was enough prima facie evidence for a person to be charged with an indictable offence.,1990-08-01,1990-08-01,-32.71191025,152.1253662,"-32.71191025,152.1253662",,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=268,
535,Disaster Event,Transport - Mt Emerald Jet Aircraft Crash,"On 11 May 1990, a Cessna 500 Astec Eagle aircraft conducting a charter passenger operation, crashed on the eastern slopes of Mt Emerald near Atherton. The impact killed 11 people; the pilot and ten passengers. ",1990-11-05,1990-11-05,-17.20360947,145.4060364,"-17.20360947,145.4060364",,,,,11,,,,,,,,,,,,,,1,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=535,
426,Disaster Event,Shipwreck - Shark Ace 4,"The Shark Ace 4 was a game fishing boat. It foundered in heavy seas off Ram Head, Victoria on 12 May 1990.Three people died and one person was rescued.",1990-12-05,1990-12-05,-37.776956,149.486847,"-37.776956,149.486847",,,,1,3,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=426,
457,Disaster Event,Urban Fire - Noble Park,"A fire at a&nbsp;special accommodation House in Noble Park killed four elderly residents, with another 22 rescued.",1991-01-01,1991-01-01,-37.96565247,145.1743774,"-37.96565247,145.1743774",,,,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=457,
339,Disaster Event,Urban Fire - Dungog Hostel,"On 2 August 1991, 12 people died and 28 were injured when a hostel&nbsp;near Dungog was destroyed by fire. The fire engulfed the building just over an hour after the hostel's doors were closed for the night. Firefighters almost drained two nearby dams in their efforts to douse the flames, which took four hours to control. A Coroner Inquest was held in December 1991.",1991-02-08,1991-02-08,-32.40094376,151.7576752,"-32.40094376,151.7576752",,,,28,12,,,,,,,1,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=339,
122,Disaster Event,Flood - Gulf Country,"Tropical Cyclone Joy brought about widespread rainfall between Cairns and Townsville. A total of 10 rivers were affected including the Tully, Johnstone, Pioneer, Don, Haughton, Connors, Isaac, Mackenzie, Fitzroy and Burdekin rivers. Towns affected included Rockhampton, Gulf Country, Normanton, Mornington Island, Doomadgee, Muttaburra, Longreach, Mt Isa and Cairns. By 30 December Blue Mountain had recorded 831 mm of rain.  A total of six lives were lost as a result of the severe weather. Exceptional rain fell over the period 23 Dec to 7 Jan and some stations in the Pioneer catchment received 2 m of rain.  The Insurance Council of Australia estimated the&nbsp;1990 damage at $32 million, with the 2011 estimated normalised&nbsp;cost of $121 million.",1990-12-23,1991-07-01,-18.16151047,139.9163818,"-18.16151047,139.9163818",,,,,6,32000000,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=122,
91,Disaster Event,Flood - Boonah,"On 7 February near Boonah south-west of Brisbane, three people drowned at a flooded road crossing. The flash flood affected the Logan system and Warrill Creek catchments, it was reported&nbsp;up to 250 mm of rain fell in six hours.",1991-07-02,1991-11-02,-27.99690247,152.6821594,"-27.99690247,152.6821594",,,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=91,
296,Disaster Event,Transport - Wangaratta Truck and Bus Collision,"A collision between a semi-trailer truck and a coach occurred on 1 November 1993, 2 km north of Wangaratta. The truck careered into the bus tearing away the top half of the drivers's side of the coach. The accident happened on a sweeping, undivided bend in the highway. The bus rolled over and slid down a 4 m embankment, coming to rest on its side in a lagoon. Nine people died and a further 35 were injured. Less than 12 months later, the much anticipated Wangaratta by-pass opened, significantly reducing the volume of traffic along this stretch of road. ",1993-01-11,1993-01-11,-36.34154129,146.3813171,"-36.34154129,146.3813171",,,,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=296,
549,Disaster Event,Flood - North-Eastern Victoria,"From 3-4&nbsp;October, heavy rainfall fell over a 24 hour period causing severe flooding in the north-eastern region of Victoria.&nbsp;Rainfall recorded during this period was 200 mm, with 165 mm recorded in Benalla.  Districts affected by the flood included; Benalla, Euroa, Violet Town, Myrtleford.&nbsp;The flood water took some days to reach Shepparton and Nathalia due to the topography and the slow movement of the water.&nbsp;The flood waters covered 40 000 square km, and remained for days or weeks.  The impact of the flood was extensive and included; 8 000 people affected; 1,500 people evacuated from their homes; 3 000 households damaged; 95 per cent&nbsp;of commercial&nbsp;businesses in the Benalla district affected;&nbsp;five bridges damaged or destroyed; several roads cut; 400 km rural fencing damaged; Telephone services, power, sewage and water infrastructure affected; and crops and livestock losses.  The estimated cost to replace local buildings, roads, and recreation reserves was estimated in 1993 values to be between $3 million and $5 million, businesses losses estimated at $10 million and agricultural losses approximately $30 million.&nbsp;Many premises were uninsured. The recovery period for the district took 18 months.  The Insurance Council of Australia estimated the 1993 damage at $12 million, with the 2011 estimated normalised cost of $44 million.",1993-03-10,1993-04-10,-36.5514946,145.9817047,"-36.5514946,145.9817047",,,,,,12000000,3000,,,,500,,,,,5,,,,,,,,,,2000,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=549,
524,Disaster Event,Transport - Boondall (Brisbane) Bus Crash,"In the outer northern Brisbane suburb of Boondall, a bus carrying fifty passengers overturned and skidded on its side across a highway and down a steep embankment. Twelve people died as a result of the accident, and 38 were injured.",1994-01-10,1994-01-10,-27.35072708,153.0600586,"-27.35072708,153.0600586",,,,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=524,
244,Disaster Event,"Transport - Williamtown to Lord Howe Island, Light Aircraft Crash","On Sunday 2 October 1994, the pilot submitted a flight plan to the Melbourne Civil Aviation Authority indicating that Aero Commander 690 aircraft VH-SVQ would be conducting a regular public transport service, flight CD 111, from Sydney (Kingsford-Smith) Airport to Lord Howe Island with an intermediate landing at Williamtown.  The plane was manned by one pilot and arrived at Williamtown without incident. Upon take off, the pilot advised he would fly at a flight level of 210. The radar trace showed that the climb reached 20,400 ft at 1231 hours. Seconds later the aircraft commenced descent. The last recorded radar trace for SVQ was at 19,800 ft at 1232. At 1245, the pilot stated that the aircraft was maintaining a flight level of 160. No explanation of the amended level was given by the pilot or sought by Sydney Flight Service.  The pilot reported a severe vibration which he thought was caused by airframe or propeller icing. He also confirmed that he had turned the propeller heat on. Communications were lost.&nbsp;At 1325 an uncertainty phase was declared and the Melbourne Rescue Co-ordination Centre made arrangements for search and rescue. A distress phase was declared at 1411.  As a result of this incident nine people were killed. Only a small part of the plane was recovered in the search.",1994-02-10,1994-02-10,-31.57853508,156.8518066,"-31.57853508,156.8518066",,,,,9,,,,,,,,,,,,,,1,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=244,
247,Disaster Event,"Earthquake - Hunter Valley, Ellalong and Cessnock","On 6 August 1994, an earthquake measuring 5.4 on the Richter scale affected the Hunter region of New South Wales. Homes, hotels and other buildings suffered serious damage. There were also infrastructure, commercial and industrial losses.  The Insurance Council of Australia estimated the 1994 damage at $37.2 million, with the 2011 estimated normalised cost of $115 million.",1994-06-08,1994-06-08,-32.78034592,151.3469696,"-32.78034592,151.3469696",,,,,,37200000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=247,
517,Disaster Event,Industrial - Moura Mine 1994,"On Sunday 7 August 1994, an explosion occurred in the Moura No. 2 Coal Mine. A total of 21 people were working in the mine. Ten escaped while the remaining 11&nbsp;failed to return to the surface. A secondary explosion on 9 August hindered any rescue attempts and the mine was subsequently sealed and closed.  In accordance with section 74 of the Coal Mining Act (1925) an inquiry was held to investigate the incident with emphasis on determining the reasons for the explosions. The&nbsp;findings established the explosion was caused by a coal panel, which had been left untreated and ignited methane gas sealed in the panel. The inquiry could not determine a reason for the secondary explosion, nor determine the precise cause of the deaths.",1994-07-08,1994-07-08,-24.55961418,149.9702454,"-24.55961418,149.9702454",,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=517,
224,Disaster Event,Bushfire - East Coast Queensland,"During the period between September and November 1994, fires burnt through rural and urban property on the Sunshine Coast, Caboolture, Pine Rivers, Brisbane and other local Government areas.  A total of 682 major fires occurred across the state. Major outbreaks occurred on 27 - 29 September and again on 4 - 7 November. Twenty three houses were destroyed, as well as farm buildings, fences and livestock. Three thousand people were evacuated from their homes. Beerburrum State Forest sustained plantation timber losses of approximately 5000 hectares. Nine volunteer fire fighters were injured, with seven sustaining extensive burns.  The Insurance Council of Australia estimated the 1994 damage at $59.1 million, with the 2011 estimated normalised&nbsp;cost of $215 million.",1994-09-27,1994-07-11,-27.08205414,152.9538879,"-27.08205414,152.9538879",,3000,,9,,59100000,,,,23,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=224,
358,Disaster Event,Severe Storm - South Eastern Australia Nov 1994,"Between 6-8 November 1994, strong land gales up to 145 km per hour lashed Victoria, Australian Capital Territory and New South Wales. One person was killed and another 50 injured. Boats and buildings were damaged and more than 550,000 homes lost power. Huge dust clouds stretched for over thousands of kilometres.  The insurance cost of this event is unknown.",1994-06-11,1994-08-11,-37.8119545,144.9635773,"-37.8119545,144.9635773",,,100,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,Australian Capital Territory;New South Wales;Victoria,,http://www.emknowledge.gov.au/resource/?id=358,
411,Disaster Event,"Environmental - Heatwave, Townsville",Three people died in Townsville from heat stress as the city experienced record high temperatures of up to 45 degrees celcius.,1994-06-01,1994-10-01,-19.25743103,146.8178558,"-19.25743103,146.8178558",,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=411,
342,Disaster Event,Epidemic - Food Poisoning Outbreak,"Over the 1995 Christmas period in Adelaide an outbreak of food poisoning occurred, predominantly affecting children. The E.coli bacteria were found in a smallgoods product. One child died and 22 others have experienced long term health problems as a result of ingesting these bacteria.",1994-01-11,1995-01-02,-34.92795181,138.600174,"-34.92795181,138.600174",,,,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=342,
93,Disaster Event,Hail - Brisbane and South East Queensland,"Severe hail storms were recorded during the period 3 - 6 November 1995 in south-east Queensland. Large hail caused extensive damage to over 300 homes and many cars in Brisbane. One person died when a small boat was struck by lightning on Moreton Bay.  Many trees and powerlines fell causing widespread blackouts to approximately 100,000 homes. Large hail brought destruction to fruit, vegetable and grain crops, particularly in the Granite Belt region. Other areas seriously affected included Beenleigh and Beaudesert.  The Insurance Council of Australia estimated the 1995 damage at $40 million, with the 2011 estimated normalised cost of $166 million.",1995-03-11,1995-06-11,-27.47093391,153.0234985,"-27.47093391,153.0234985",,,,,1,40000000,,,300,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=93,
512,Disaster Event,Environmental - Eastern and Northern Australia Severe Drought,"In early 1991 the drought began to affect southern Queensland and north-west New South Wales. By October the same year 65 per cent of both states were under drought conditions.  During 1992-1993 there was some improvement in conditions where rain fell but this was inconsistent and often short-lived. In early 1994 the drought extended significantly affecting most of New South Wales and Victoria, encroaching on southern South Australia the south and west of Western Australia and north-eastern Tasmania.  As 1994 went on, the drought steadily worsened; by September 1994, about 83 per cent of New South Wales and 40 per cent of Queensland were drought declared.  In September 1994, the Commonwealth announced a total drought assistance package assessed to total $164 million over two years. Over the course of this drought average rural production fell by over 10 per cent and rural unemployment rose. Loss to the economy is estimated at around $5 billion.",1991-01-01,1996-01-10,-27.56520081,151.9551697,"-27.56520081,151.9551697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Territory;Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Tasmania;Victoria,,http://www.emknowledge.gov.au/resource/?id=512,
232,Disaster Event,Industrial - Cleve Structure Collapse,"On 6 August 1996, up to 150 people were sent crashing to the ground after seating scaffolding collapsed during a circus performance in Cleve, Eyre Peninsula in South Australia. Approximately 50 people were injured with many requiring hospitalisation.",1996-06-08,1996-06-08,-33.70070648,136.4931488,"-33.70070648,136.4931488",,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=232,
6,Disaster Event,Urban Fire - Melbourne,"On the night of 8 April 1996, a fire broke out in Unit 31 of Victoria's largest institution housing people with intellectual disabilities. Unit 31 was a locked ward, without a sprinkler system or an adequate alarm system, and subsequently the nine residents inside were killed by the fire.  A Coronial Inquest was held following the fire.",1996-08-04,1996-08-04,-37.81215668,144.9636536,"-37.81215668,144.9636536",,,36,,9,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=6,
